0.0,0,6.925958943932128,6.925958943932128
0.1,0,13.158667514386767,13.158667514386767
0.1,1,1.9557519512769759,1.9557519512769759
0.2,0,18.698125711363918,18.698125711363918
0.2,1,3.7966213709375394,3.7966213709375394
0.2,2,4.0249055499703665,4.0249055499703665
0.3,0,23.544333534863583,23.544333534863583
0.3,1,5.522608258981691,5.522608258981691
0.3,2,8.091519881530775,8.091519881530775
0.3,3,1.2796208041762653,1.2796208041762653
0.4,0,27.697290984885758,27.697290984885758
0.4,1,7.133712615409431,7.133712615409431
0.4,2,12.199842994681225,12.199842994681225
0.4,3,2.0547801180097025,2.0547801180097025
0.5,0,31.156998061430446,31.156998061430446
0.5,1,8.629934440220758,8.629934440220758
0.5,2,16.349874889421717,16.349874889421717
0.5,3,2.3254779415003117,2.3254779415003117
0.6,0,33.92345476449765,33.92345476449765
0.6,1,10.011273733415674,10.011273733415674
0.6,2,20.54161556575225,20.54161556575225
0.6,3,2.0917142746480932,2.0917142746480932
0.7,0,35.99666109408736,35.99666109408736
0.7,1,11.277730494994177,11.277730494994177
0.7,2,24.775065023672823,24.775065023672823
0.7,3,1.3534891174530468,1.3534891174530468
0.8,0,37.376617050199584,37.376617050199584
0.8,1,12.429304724956268,12.429304724956268
0.8,2,29.05022326318344,29.05022326318344
0.8,3,0.1108024699151724,0.1108024699151724
0.9,0,38.06332263283432,38.06332263283432
0.9,1,13.465996423301947,13.465996423301947
0.9,2,33.367090284284096,33.367090284284096
0.9,3,-1.63634566796553,-1.63634566796553
1.0,0,38.05677784199157,38.05677784199157
1.0,1,14.387805590031213,14.387805590031213
1.0,2,37.7256660869748,37.7256660869748
1.0,3,-3.88795529618906,-3.88795529618906
1.1,0,37.356982677671326,37.356982677671326
1.1,1,15.194732225144067,15.194732225144067
1.1,2,42.12595067125554,42.12595067125554
1.1,3,-6.644026414755418,-6.644026414755418
1.2,0,35.96393713987359,35.96393713987359
1.2,1,15.88677632864051,15.88677632864051
1.2,2,46.56794403712632,46.56794403712632
1.2,3,-9.904559023664604,-9.904559023664604
1.3,0,33.87764122859838,33.87764122859838
1.3,1,16.46393790052054,16.46393790052054
1.3,2,51.05164618458714,51.05164618458714
1.3,3,-13.669553122916618,-13.669553122916618
1.4,0,31.098094943845673,31.098094943845673
1.4,1,16.92621694078416,16.92621694078416
1.4,2,55.577057113638006,55.577057113638006
1.4,3,-17.93900871251146,-17.93900871251146
1.5,0,27.62529828561548,27.62529828561548
1.5,1,17.273613449431362,17.273613449431362
1.5,2,60.14417682427891,60.14417682427891
1.5,3,-22.712925792449127,-22.712925792449127
1.6,0,23.459251253907798,23.459251253907798
1.6,1,17.506127426462157,17.506127426462157
1.6,2,64.75300531650986,64.75300531650986
1.6,3,-27.991304362729622,-27.991304362729622
1.7,0,18.599953848722627,18.599953848722627
1.7,1,17.62375887187654,17.62375887187654
1.7,2,69.40354259033084,69.40354259033084
1.7,3,-33.77414442335294,-33.77414442335294
1.8,0,13.04740607005997,13.04740607005997
1.8,1,17.62650778567451,17.62650778567451
1.8,2,74.09578864574188,74.09578864574188
1.8,3,-40.0614459743191,-40.0614459743191
1.9,0,6.801607917919825,6.801607917919825
1.9,1,17.514374167856065,17.514374167856065
1.9,2,78.82974348274294,78.82974348274294
1.9,3,-46.85320901562808,-46.85320901562808
2.0,0,-0.1374406076978083,-0.1374406076978083
2.0,1,17.28735801842121,17.28735801842121
2.0,2,83.60540710133405,83.60540710133405
2.0,3,-54.14943354727989,-54.14943354727989
2.1,0,-7.76973950679293,-7.76973950679293
2.1,1,16.945459337369943,16.945459337369943
2.1,2,88.42277950151521,88.42277950151521
2.1,3,-61.95011956927453,-61.95011956927453
2.2,0,-16.09528877936554,-16.09528877936554
2.2,1,16.488678124702265,16.488678124702265
2.2,2,93.2818606832864,93.2818606832864
2.2,3,-70.25526708161199,-70.25526708161199
2.3,0,-25.114088425415638,-25.114088425415638
2.3,1,15.917014380418173,15.917014380418173
2.3,2,98.18265064664763,98.18265064664763
2.3,3,-79.06487608429228,-79.06487608429228
2.4,0,-34.826138444943226,-34.826138444943226
2.4,1,15.23046810451767,15.23046810451767
2.4,2,103.12514939159891,103.12514939159891
2.4,3,-88.3789465773154,-88.3789465773154
2.5,0,-45.2314388379483,-45.2314388379483
2.5,1,14.429039297000754,14.429039297000754
2.5,2,108.10935691814024,108.10935691814024
2.5,3,-98.19747856068135,-98.19747856068135
2.6,0,-56.329989604430864,-56.329989604430864
2.6,1,13.512727957867426,13.512727957867426
2.6,2,113.1352732262716,113.1352732262716
2.6,3,-108.52047203439012,-108.52047203439012
2.7,0,-68.12179074439092,-68.12179074439092
2.7,1,12.481534087117685,12.481534087117685
2.7,2,118.202898315993,118.202898315993
2.7,3,-119.34792699844174,-119.34792699844174
2.8,0,-80.60684225782846,-80.60684225782846
2.8,1,11.335457684751534,11.335457684751534
2.8,2,123.31223218730445,123.31223218730445
2.8,3,-130.67984345283617,-130.67984345283617
2.9,0,-93.78514414474348,-93.78514414474348
2.9,1,10.074498750768969,10.074498750768969
2.9,2,128.46327484020594,128.46327484020594
2.9,3,-142.51622139757342,-142.51622139757342
3.0,0,-107.656696405136,-107.656696405136
3.0,1,8.698657285169993,8.698657285169993
3.0,2,133.65602627469747,133.65602627469747
3.0,3,-154.8570608326535,-154.8570608326535
